family,p,n,instance,k,time_s,improvement_pct,moves,scans,time_per_scan_ms,avg_neighborhood_size,initial_objective,final_objective
Euclidean,2,100,14,5,0.034309,25.613911,76,77,0.430805,2402.363636,2825.511668,2101.787634
Euclidean,2,100,15,5,0.026896,16.022847,55,56,0.460554,2531.0,2809.699742,2359.505844
Euclidean,2,100,16,5,0.033573,25.594903,71,72,0.451236,2504.5,2923.498994,2175.232254
Euclidean,2,100,17,5,0.023396,23.981979,49,50,0.44642,2542.0,2593.73051,1971.702597
Euclidean,2,100,18,5,0.023187,14.237692,51,52,0.423288,2399.0,2588.516564,2219.971537
Euclidean,2,100,19,5,0.026438,5.087602,59,60,0.422433,2346.766667,2524.468166,2396.033272
Euclidean,2,100,20,5,0.029865,22.237038,62,63,0.455651,2562.095238,2829.09946,2199.991524
Euclidean,2,100,1,8,0.10156,20.454067,77,78,1.287692,5506.102564,2739.032551,2178.78901
Euclidean,2,100,2,8,0.092777,17.696364,69,70,1.309314,5541.457143,2589.851261,2131.54175
Euclidean,2,100,3,8,0.088851,24.448343,60,61,1.438787,6065.278689,2758.664827,2084.216982
Euclidean,2,100,4,8,0.093028,31.383904,72,73,1.259644,5306.246575,3008.505676,2064.319129
Euclidean,2,100,5,8,0.088658,23.240898,64,65,1.345615,5778.123077,2735.449022,2099.706099
Euclidean,2,100,6,8,0.07059,19.582142,53,54,1.287148,5530.111111,2466.435234,1983.454381
Euclidean,2,100,7,8,0.081294,22.795959,56,57,1.407263,5758.0,2721.965392,2101.467286
Euclidean,2,100,8,8,0.062999,21.158085,53,54,1.146778,4999.148148,2676.815977,2110.452965
Euclidean,2,100,9,8,0.082936,10.287314,64,65,1.259538,5424.369231,2569.515681,2305.181527
Euclidean,2,100,10,8,0.104011,16.168563,78,79,1.299557,5510.734177,2607.547337,2185.944396
Euclidean,2,100,11,8,0.07521,13.578051,55,56,1.324518,5657.035714,2424.194589,2095.036204
Euclidean,2,100,12,8,0.102095,16.093678,80,81,1.247198,5305.037037,2401.388421,2014.916691
Euclidean,2,100,13,8,0.08757,15.557058,67,68,1.271618,5454.0,2549.266405,2152.675554
Euclidean,2,100,14,8,0.086692,24.759259,65,66,1.295136,5426.272727,2825.511668,2125.935909
Euclidean,2,100,15,8,0.088853,20.403008,72,73,1.202027,5164.0,2809.699742,2236.436476
Euclidean,2,100,16,8,0.107973,25.192138,75,76,1.405842,5925.105263,2923.498994,2187.007085
Euclidean,2,100,17,8,0.096656,26.031436,71,72,1.326472,5657.138889,2593.73051,1918.54522
Euclidean,2,100,18,8,0.075498,16.221021,52,53,1.403698,5950.037736,2588.516564,2168.632761
Euclidean,2,100,19,8,0.072441,5.291442,61,62,1.151387,4957.645161,2524.468166,2390.887385
Euclidean,2,100,20,8,0.098227,26.487683,82,83,1.169602,5041.108434,2829.09946,2079.736572
Euclidean,2,100,1,10,0.165636,20.454067,77,78,2.109731,7966.769231,2739.032551,2178.78901
Euclidean,2,100,2,10,0.146192,17.696364,69,70,2.073071,7939.114286,2589.851261,2131.54175
Euclidean,2,100,3,10,0.143167,24.098972,60,61,2.32677,8752.131148,2758.664827,2093.854966
Euclidean,2,100,4,10,0.14618,33.213538,71,72,2.015528,7637.166667,3008.505676,2009.274491
Euclidean,2,100,5,10,0.133924,23.240898,64,65,2.044077,7992.738462,2735.449022,2099.706099
Euclidean,2,100,6,10,0.104138,19.582142,53,54,1.907907,7564.185185,2466.435234,1983.454381
Euclidean,2,100,7,10,0.128238,22.795959,56,57,2.231404,8315.052632,2721.965392,2101.467286
Euclidean,2,100,8,10,0.097512,21.130245,50,51,1.889235,7247.411765,2676.815977,2111.198194
Euclidean,2,100,9,10,0.147442,11.696798,81,82,1.784012,6941.390244,2569.515681,2268.964626
Euclidean,2,100,10,10,0.157542,15.23821,62,63,2.483397,9498.412698,2607.547337,2210.203794
Euclidean,2,100,11,10,0.166296,16.051028,85,86,1.921081,7443.302326,2424.194589,2035.086448
Euclidean,2,100,12,10,0.154178,15.560562,78,79,1.937949,7490.455696,2401.388421,2027.718888
Euclidean,2,100,13,10,0.142063,15.557058,67,68,2.073088,7949.970588,2549.266405,2152.675554
Euclidean,2,100,14,10,0.141808,24.759259,65,66,2.132424,8072.363636,2825.511668,2125.935909
Euclidean,2,100,15,10,0.144638,20.027469,69,70,2.049357,7782.2,2809.699742,2246.988006
Euclidean,2,100,16,10,0.17143,25.192138,75,76,2.240816,8595.052632,2923.498994,2187.007085
Euclidean,2,100,17,10,0.171885,26.031436,73,74,2.306932,8539.432432,2593.73051,1918.54522
Euclidean,2,100,18,10,0.124107,16.221021,52,53,2.321849,8760.377358,2588.516564,2168.632761
Euclidean,2,100,19,10,0.117577,5.291442,61,62,1.879339,7160.645161,2524.468166,2390.887385
Euclidean,2,100,20,10,0.126598,26.501849,65,66,1.901803,7432.151515,2829.09946,2079.335782
Euclidean,2,100,1,12,0.226832,20.454067,77,78,2.894154,10237.666667,2739.032551,2178.78901
Euclidean,2,100,2,12,0.196464,17.696364,69,70,2.790614,9833.028571,2589.851261,2131.54175
Euclidean,2,100,3,12,0.188559,24.098972,60,61,3.073295,10930.786885,2758.664827,2093.854966
Euclidean,2,100,4,12,0.171021,30.1076,60,61,2.785836,9917.114754,3008.505676,2102.71681
Euclidean,2,100,5,12,0.185616,23.240898,68,69,2.674275,9635.42029,2735.449022,2099.706099
Euclidean,2,100,6,12,0.13466,19.582142,53,54,2.473889,9197.111111,2466.435234,1983.454381
Euclidean,2,100,7,12,0.171586,22.795959,56,57,2.991965,10623.964912,2721.965392,2101.467286
Euclidean,2,100,8,12,0.142686,21.130245,50,51,2.775882,9631.411765,2676.815977,2111.198194
Euclidean,2,100,9,12,0.202277,11.696798,81,82,2.452146,8643.804878,2569.515681,2268.964626
Euclidean,2,100,10,12,0.223703,15.23821,62,63,3.53246,12282.984127,2607.547337,2210.203794
Euclidean,2,100,11,12,0.230185,16.051028,85,86,2.663953,9517.255814,2424.194589,2035.086448
Euclidean,2,100,12,12,0.229621,15.560562,78,79,2.892418,9495.64557,2401.388421,2027.718888
Euclidean,2,100,13,12,0.197138,15.557058,67,68,2.882,10197.676471,2549.266405,2152.675554
Euclidean,2,100,14,12,0.200844,24.759259,65,66,3.025712,10531.909091,2825.511668,2125.935909
Euclidean,2,100,15,12,0.203447,20.027469,69,70,2.8908,10093.171429,2809.699742,2246.988006
Euclidean,2,100,16,12,0.237236,25.339581,78,79,2.989456,10770.253165,2923.498994,2182.696603
Euclidean,2,100,17,12,0.243455,26.031436,73,74,3.274311,11352.675676,2593.73051,1918.54522
Euclidean,2,100,18,12,0.164264,16.221021,52,53,3.078943,11064.226415,2588.516564,2168.632761
Euclidean,2,100,19,12,0.179594,6.804385,64,65,2.745123,9525.107692,2524.468166,2352.693628
Euclidean,2,100,20,12,0.176094,26.501849,65,66,2.652076,9490.212121,2829.09946,2079.335782
Euclidean,2,100,1,20,0.376577,20.454067,77,78,4.813833,15124.923077,2739.032551,2178.78901
Euclidean,2,100,2,20,0.349498,12.309344,70,71,4.906085,14541.830986,2589.851261,2271.057556
Euclidean,2,100,3,20,0.284371,24.098972,60,61,4.644131,15316.918033,2758.664827,2093.854966
Euclidean,2,100,4,20,0.319812,30.1076,60,61,5.224934,16011.081967,3008.505676,2102.71681
Euclidean,2,100,5,20,0.300473,22.354836,67,68,4.403162,14161.911765,2735.449022,2123.943883
Euclidean,2,100,6,20,0.218262,19.582142,53,54,4.021667,13051.740741,2466.435234,1983.454381
Euclidean,2,100,7,20,0.285701,22.795959,56,57,4.994123,15853.087719,2721.965392,2101.467286
Euclidean,2,100,8,20,0.249909,21.130245,50,51,4.879039,15302.823529,2676.815977,2111.198194
Euclidean,2,100,9,20,0.379669,11.696798,81,82,4.616073,14130.560976,2569.515681,2268.964626
Euclidean,2,100,10,20,0.330003,15.23821,62,63,5.219667,16683.142857,2607.547337,2210.203794
Euclidean,2,100,11,20,0.380655,16.051028,85,86,4.412047,14165.697674,2424.194589,2035.086448
Euclidean,2,100,12,20,0.392353,15.560562,78,79,4.951392,15323.848101,2401.388421,2027.718888
Euclidean,2,100,13,20,0.343501,15.557058,67,68,5.035676,15736.705882,2549.266405,2152.675554
Euclidean,2,100,14,20,0.349554,24.759259,65,66,5.27797,16151.393939,2825.511668,2125.935909
Euclidean,2,100,15,20,0.346278,20.027469,69,70,4.9303,15674.771429,2809.699742,2246.988006
Euclidean,2,100,16,20,0.341181,25.339581,78,79,4.304025,14452.506329,2923.498994,2182.696603
Euclidean,2,100,17,20,0.396245,26.031436,73,74,5.339905,16572.675676,2593.73051,1918.54522
Euclidean,2,100,18,20,0.254243,16.221021,52,53,4.776208,15465.358491,2588.516564,2168.632761
Euclidean,2,100,19,20,0.362358,6.804385,64,65,5.5576,16419.753846,2524.468166,2352.693628
Euclidean,2,100,20,20,0.286148,26.501849,65,66,4.31903,13946.939394,2829.09946,2079.335782
Euclidean,1,250,1,1,0.013551,2.171084,97,98,0.079327,496.0,2950275.967144,2886223.011932
Euclidean,1,250,2,1,0.013746,4.248293,103,104,0.082096,496.0,2829849.812481,2709629.51068
Euclidean,1,250,3,1,0.012851,1.600109,87,88,0.075114,496.0,2910252.007171,2863684.806619
Euclidean,1,250,4,1,0.014505,3.966466,115,116,0.077966,496.0,2953276.954979,2836136.241354
Euclidean,1,250,5,1,0.013762,5.374001,98,99,0.081091,496.0,2771536.471003,2622594.063592
Euclidean,1,250,6,1,0.013595,0.896655,99,100,0.07399,496.0,2575120.635818,2552030.690919
Euclidean,1,250,7,1,0.014307,4.173689,111,112,0.07808,496.0,2883354.41704,2763012.184365
Euclidean,1,250,8,1,0.015,7.39791,120,121,0.080504,496.0,2882712.055564,2669451.603479
Euclidean,1,250,9,1,0.01423,2.77658,123,124,0.072581,496.0,2756240.39563,2679711.162893
Euclidean,1,250,10,1,0.01278,1.43158,98,99,0.073111,496.0,2888047.657703,2846702.939994
Euclidean,1,250,11,1,0.0208,15.845324,162,163,0.092834,496.0,3029082.218234,2549114.317145
Euclidean,1,250,12,1,0.013099,1.500845,88,89,0.079921,496.0,2747147.903955,2705917.458353
Euclidean,1,250,13,1,0.013468,2.301814,107,108,0.075935,496.0,2673813.15966,2612266.953454
Euclidean,1,250,14,1,0.012864,10.377387,88,89,0.082281,496.0,3013904.126077,2701139.627537
Euclidean,1,250,15,1,0.016355,10.515316,130,131,0.083481,496.0,3067279.395779,2744745.268702
Euclidean,1,250,16,1,0.01285,0.45467,103,104,0.07051,496.0,2820629.440138,2807804.874833
Euclidean,1,250,17,1,0.014431,14.777493,115,116,0.078431,496.0,3009877.275683,2565092.85994
Euclidean,1,250,18,1,0.014441,5.194802,115,116,0.078966,496.0,2898038.61983,2747491.238078
Euclidean,1,250,19,1,0.01664,12.411468,134,135,0.081385,496.0,2808852.470535,2460232.632456
Euclidean,1,250,20,1,0.016945,2.40887,148,149,0.075275,496.0,2804767.430839,2737204.23047
Euclidean,1,250,1,2,0.031122,13.807694,137,138,0.188746,1329.405797,2950275.967144,2542910.89283
Euclidean,1,250,2,2,0.028572,12.603535,125,126,0.184103,1334.206349,2829849.812481,2473188.70695
Euclidean,1,250,3,2,0.028918,4.792038,131,132,0.180477,1325.909091,2910252.007171,2770791.635003
Euclidean,1,250,4,2,0.036468,16.13605,165,166,0.187904,1322.614458,2953276.954979,2476734.721181
Euclidean,1,250,5,2,0.036932,9.865181,170,171,0.183076,1307.94152,2771536.471003,2498119.375039
Euclidean,1,250,6,2,0.028187,8.882555,122,123,0.185033,1320.552846,2575120.635818,2346384.125379
Euclidean,1,250,7,2,0.036164,17.653429,162,163,0.187025,1319.95092,2883354.41704,2374343.489704
Euclidean,1,250,8,2,0.032001,14.821654,141,142,0.186634,1307.633803,2882712.055564,2455446.452755
Euclidean,1,250,9,2,0.036084,15.225639,161,162,0.190463,1316.604938,2756240.39563,2336585.16964
Euclidean,1,250,10,2,0.02958,11.491429,131,132,0.18253,1315.893939,2888047.657703,2556169.711978
Euclidean,1,250,11,2,0.036062,15.512132,164,165,0.185648,1309.115152,3029082.218234,2559206.99676
Euclidean,1,250,12,2,0.030914,12.112088,136,137,0.18481,1316.262774,2747147.903955,2414410.922876
Euclidean,1,250,13,2,0.02691,2.572172,118,119,0.179874,1318.857143,2673813.15966,2605038.082234
Euclidean,1,250,14,2,0.033437,17.819113,143,144,0.195035,1335.944444,3013904.126077,2476853.13962
Euclidean,1,250,15,2,0.040662,19.841062,178,179,0.194492,1309.519553,3067279.395779,2458698.578298
Euclidean,1,250,16,2,0.032986,9.719538,146,147,0.187639,1319.863946,2820629.440138,2546477.290438
Euclidean,1,250,17,2,0.039475,24.276301,178,179,0.19033,1302.0,3009877.275683,2279190.417029
Euclidean,1,250,18,2,0.041073,24.677569,180,181,0.198768,1313.049724,2898038.61983,2182873.131033
Euclidean,1,250,19,2,0.039887,17.138248,170,171,0.198977,1337.064327,2808852.470535,2327464.370608
Euclidean,1,250,20,2,0.035868,11.577615,168,169,0.181615,1312.887574,2804767.430839,2480042.263933
Euclidean,1,250,1,3,0.067087,22.162682,163,164,0.371671,2558.414634,2950275.967144,2296415.686747
Euclidean,1,250,2,3,0.058712,17.760047,142,143,0.371441,2578.181818,2829849.812481,2327267.154371
Euclidean,1,250,3,3,0.071836,19.815742,174,175,0.376691,2514.308571,2910252.007171,2333563.973066
Euclidean,1,250,4,3,0.06311,16.416556,157,158,0.363608,2536.177215,2953276.954979,2468450.603222
Euclidean,1,250,5,3,0.064133,14.774894,171,172,0.340349,2419.523256,2771536.471003,2362044.908937
Euclidean,1,250,6,3,0.064967,12.712096,161,162,0.366444,2539.185185,2575120.635818,2247768.838164
Euclidean,1,250,7,3,0.057865,15.902721,141,142,0.366796,2541.28169,2883354.41704,2424822.610488
Euclidean,1,250,8,3,0.049283,14.682151,117,118,0.371347,2527.474576,2882712.055564,2459467.913285
Euclidean,1,250,9,3,0.06516,15.61724,159,160,0.373044,2528.275,2756240.39563,2325791.715835
Euclidean,1,250,10,3,0.065996,12.246394,164,165,0.366145,2526.739394,2888047.657703,2534365.948888
Euclidean,1,250,11,3,0.065301,19.136217,163,164,0.36561,2519.085366,3029082.218234,2449430.477332
Euclidean,1,250,12,3,0.06925,18.934351,170,171,0.374298,2561.192982,2747147.903955,2226993.275791
Euclidean,1,250,13,3,0.051105,4.133563,128,129,0.352512,2500.868217,2673813.15966,2563289.40094
Euclidean,1,250,14,3,0.069996,18.775141,170,171,0.378708,2566.71345,3013904.126077,2448039.38334
Euclidean,1,250,15,3,0.072752,18.984985,173,174,0.379805,2537.965517,3067279.395779,2484956.853765
Euclidean,1,250,16,3,0.068365,16.411397,166,167,0.375629,2535.08982,2820629.440138,2357724.746922
Euclidean,1,250,17,3,0.073861,24.520505,158,159,0.423918,2503.899371,3009877.275683,2271840.159041
Euclidean,1,250,18,3,0.072791,26.354731,178,179,0.37452,2527.083799,2898038.61983,2134268.330864
Euclidean,1,250,19,3,0.063009,13.588173,159,160,0.359831,2524.1875,2808852.470535,2427180.732724
Euclidean,1,250,20,3,0.06239,18.044508,152,153,0.371007,2537.215686,2804767.430839,2298660.941225
Euclidean,1,250,1,4,0.113749,22.025094,167,168,0.644833,4148.190476,2950275.967144,2300474.925285
Euclidean,1,250,2,4,0.10469,21.715024,146,147,0.673803,4299.959184,2829849.812481,2215347.255688
Euclidean,1,250,3,4,0.126951,19.26475,188,189,0.641746,4083.968254,2910252.007171,2349599.221
Euclidean,1,250,4,4,0.114497,17.912431,169,170,0.640488,4161.164706,2953276.954979,2424273.26519
Euclidean,1,250,5,4,0.120755,15.654675,186,187,0.618155,3974.663102,2771536.471003,2337661.434595
Euclidean,1,250,6,4,0.112871,14.001108,159,160,0.671431,4198.6375,2575120.635818,2214575.216294
Euclidean,1,250,7,4,0.103044,20.039181,149,150,0.64876,4204.64,2883354.41704,2305553.816822
Euclidean,1,250,8,4,0.089345,15.283272,127,128,0.653992,4222.265625,2882712.055564,2442139.327564
Euclidean,1,250,9,4,0.118477,16.099105,181,182,0.619181,4035.945055,2756240.39563,2312510.35632
Euclidean,1,250,10,4,0.116502,14.860199,170,171,0.649971,4145.754386,2888047.657703,2458878.029348
Euclidean,1,250,11,4,0.116614,14.61996,171,172,0.64282,4165.837209,3029082.218234,2586231.604726
Euclidean,1,250,12,4,0.104497,16.27514,149,150,0.661093,4262.2,2747147.903955,2300045.725104
Euclidean,1,250,13,4,0.094603,6.127319,140,141,0.629922,4079.248227,2673813.15966,2509980.097382
Euclidean,1,250,14,4,0.121154,15.122885,176,177,0.651599,4145.084746,3013904.126077,2558114.86918
Euclidean,1,250,15,4,0.126637,23.902583,179,180,0.6726,4277.8,3067279.395779,2334120.391242
Euclidean,1,250,16,4,0.116635,17.474163,165,166,0.670205,4163.554217,2820629.440138,2327748.04757
Euclidean,1,250,17,4,0.101412,22.137616,148,149,0.644859,4169.369128,3009877.275683,2343562.21054
Euclidean,1,250,18,4,0.106895,19.144745,155,156,0.651776,4146.987179,2898038.61983,2343216.524882
Euclidean,1,250,19,4,0.119077,18.806656,169,170,0.666706,4197.447059,2808852.470535,2280601.25997
Euclidean,1,250,20,4,0.10328,19.192702,148,149,0.652201,4153.463087,2804767.430839,2266456.776094
Euclidean,1,250,1,5,0.161151,22.493091,141,142,1.09419,6331.56338,2950275.967144,2286667.695511
Euclidean,1,250,2,5,0.186106,22.658324,156,157,1.147299,6638.929936,2829849.812481,2188653.275874
Euclidean,1,250,3,5,0.214683,19.143214,200,201,1.040935,6009.323383,2910252.007171,2353136.248949
Euclidean,1,250,4,5,0.198228,17.638139,173,174,1.103845,6444.436782,2953276.954979,2432373.847319
Euclidean,1,250,5,5,0.20095,15.419892,192,193,1.013689,5919.419689,2771536.471003,2344168.542626
Euclidean,1,250,6,5,0.223989,14.808533,204,205,1.06659,6197.756098,2575120.635818,2193783.039892
Euclidean,1,250,7,5,0.194378,19.993749,171,172,1.097355,6425.825581,2883354.41704,2306863.759346
Euclidean,1,250,8,5,0.138438,15.458788,120,121,1.097273,6442.495868,2882712.055564,2437079.720389
Euclidean,1,250,9,5,0.176242,16.280076,161,162,1.055426,6178.333333,2756240.39563,2307522.375953
Euclidean,1,250,10,5,0.185664,14.857198,166,167,1.075725,6363.461078,2888047.657703,2458964.709549
Euclidean,1,250,11,5,0.191673,14.60907,171,172,1.081744,6173.348837,3029082.218234,2586561.473598
Euclidean,1,250,12,5,0.22232,20.403009,195,196,1.106704,6283.540816,2747147.903955,2186647.057021
Euclidean,1,250,13,5,0.172305,6.028142,155,156,1.069462,6146.205128,2673813.15966,2512631.904615
Euclidean,1,250,14,5,0.229388,26.873323,201,202,1.107584,6403.811881,3013904.126077,2203967.94613
Euclidean,1,250,15,5,0.212425,29.431868,184,185,1.117222,6419.891892,3067279.395779,2164521.78684
Euclidean,1,250,16,5,0.213095,19.740968,190,191,1.088424,6233.65445,2820629.440138,2263809.875175
Euclidean,1,250,17,5,0.222785,30.191189,206,207,1.047763,6046.463768,3009877.275683,2101159.538467
Euclidean,1,250,18,5,0.17494,21.521422,165,166,1.019873,6007.843373,2898038.61983,2274339.484913
Euclidean,1,250,19,5,0.168682,20.060027,143,144,1.13509,6690.916667,2808852.470535,2245395.907187
Euclidean,1,250,20,5,0.216729,22.133124,195,196,1.078541,6319.94898,2804767.430839,2183984.770228
Euclidean,1,250,1,8,0.712597,24.507663,200,201,3.515478,15245.164179,2950275.967144,2227232.263524
Euclidean,1,250,2,8,0.580548,18.83901,158,159,3.617975,15971.371069,2829849.812481,2296734.121325
Euclidean,1,250,3,8,0.607559,24.729816,168,169,3.563361,15896.094675,2910252.007171,2190552.045929
Euclidean,1,250,4,8,0.581479,28.649575,180,181,3.183448,14044.441989,2953276.954979,2107175.647475
Euclidean,1,250,5,8,0.678344,19.380983,214,215,3.129256,13980.465116,2771536.471003,2234385.463018
Euclidean,1,250,6,8,0.625461,17.340396,198,199,3.117015,13919.155779,2575120.635818,2128584.519415
Euclidean,1,250,7,8,0.686778,25.818537,214,215,3.1658,14202.269767,2883354.41704,2138914.502254
Euclidean,1,250,8,8,0.629044,25.788974,183,184,3.389168,14967.793478,2882712.055564,2139290.189915
Euclidean,1,250,9,8,0.525809,16.107378,155,156,3.336487,15010.5,2756240.39563,2312282.334529
Euclidean,1,250,10,8,0.628179,16.041724,175,176,3.536625,15757.284091,2888047.657703,2424755.030885
Euclidean,1,250,11,8,0.655826,29.419247,192,193,3.369202,15087.316062,3029082.218234,2137949.046456
Euclidean,1,250,12,8,0.718865,21.773653,229,230,3.102039,13837.182609,2747147.903955,2148993.440905
Euclidean,1,250,13,8,0.426287,5.371026,125,126,3.337484,14923.920635,2673813.15966,2530201.970822
Euclidean,1,250,14,8,0.59249,25.456438,158,159,3.689899,16158.477987,3013904.126077,2246671.496518
Euclidean,1,250,15,8,0.601543,28.655643,173,174,3.419529,14954.931034,3067279.395779,2188330.771369
Euclidean,1,250,16,8,0.568993,19.646075,168,169,3.332923,14899.597633,2820629.440138,2266486.474059
Euclidean,1,250,17,8,0.611291,30.650065,201,202,2.997431,13392.158416,3009877.275683,2087347.948611
Euclidean,1,250,18,8,0.671334,18.169729,201,202,3.297322,14722.485149,2898038.61983,2371472.852609
Euclidean,1,250,19,8,0.667535,24.841757,179,180,3.676161,16120.988889,2808852.470535,2111084.156885
Euclidean,1,250,20,8,0.609234,21.515249,179,180,3.349933,14869.322222,2804767.430839,2201314.720686
Euclidean,1,250,1,10,1.086419,25.334353,188,189,5.71827,22302.074074,2950275.967144,2202842.653253
Euclidean,1,250,2,10,1.030516,18.889603,153,154,6.652929,25754.428571,2829849.812481,2295302.409927
Euclidean,1,250,3,10,1.111088,24.887408,162,163,6.783626,26415.631902,2910252.007171,2185965.709033
Euclidean,1,250,4,10,1.012494,28.629853,191,192,5.242453,20769.052083,2953276.954979,2107758.117854
Euclidean,1,250,5,10,0.912519,18.142986,165,166,5.463922,21432.024096,2771536.471003,2268696.986518
Euclidean,1,250,6,10,1.031545,15.701155,183,184,5.574908,22065.086957,2575120.635818,2170796.944297
Euclidean,1,250,7,10,0.943518,20.63954,148,149,6.293074,24674.510067,2883354.41704,2288243.339911
Euclidean,1,250,8,10,1.178121,27.352187,215,216,5.429583,21233.046296,2882712.055564,2094227.256231
Euclidean,1,250,9,10,0.859722,17.947942,168,169,5.052858,20311.360947,2756240.39563,2261551.964315
Euclidean,1,250,10,10,1.01867,15.295794,168,169,5.993793,23585.467456,2888047.657703,2446297.841651
Euclidean,1,250,11,10,1.0554,28.27468,170,171,6.140942,24424.877193,3029082.218234,2172618.927271
Euclidean,1,250,12,10,1.210985,24.760317,206,207,5.82385,22826.318841,2747147.903955,2066945.365083
Euclidean,1,250,13,10,0.800035,5.371026,125,126,6.305571,24094.222222,2673813.15966,2530201.970822
Euclidean,1,250,14,10,1.029935,24.338713,185,186,5.506263,21866.924731,3013904.126077,2280358.660344
Euclidean,1,250,15,10,1.219407,29.986752,212,213,5.696315,21982.920188,3067279.395779,2147501.919392
Euclidean,1,250,16,10,1.070458,20.91716,191,192,5.543667,21952.614583,2820629.440138,2230633.87633
Euclidean,1,250,17,10,1.068732,32.147721,195,196,5.422255,20896.489796,3009877.275683,2042270.319814
Euclidean,1,250,18,10,0.984222,24.246466,173,174,5.623086,22133.517241,2898038.61983,2195366.681399
Euclidean,1,250,19,10,0.941477,26.002749,171,172,5.440733,21361.523256,2808852.470535,2078473.61121
Euclidean,1,250,20,10,1.174652,23.017999,201,202,5.785312,22836.455446,2804767.430839,2159166.103508
Euclidean,1,250,1,12,1.979764,24.567239,216,217,9.097922,32656.147465,2950275.967144,2225474.62496
Euclidean,1,250,2,12,1.918107,18.777727,196,197,9.708574,34540.294416,2829849.812481,2298468.332167
Euclidean,1,250,3,12,1.653245,26.12667,186,187,8.809374,31207.73262,2910252.007171,2149900.063203
Euclidean,1,250,4,12,1.469172,28.585928,174,175,8.364526,30364.822857,2953276.954979,2109055.339916
Euclidean,1,250,5,12,1.747625,24.386886,203,204,8.538907,30485.176471,2771536.471003,2095645.042151
Euclidean,1,250,6,12,1.602468,15.494442,173,174,9.178897,32699.034483,2575120.635818,2176120.070268
Euclidean,1,250,7,12,1.490063,20.67004,150,151,9.831894,34830.304636,2883354.41704,2287363.916195
Euclidean,1,250,8,12,1.945657,28.43432,213,214,9.066098,32180.299065,2882712.055564,2063032.479673
Euclidean,1,250,9,12,1.268207,17.947942,168,169,7.469006,27324.390533,2756240.39563,2261551.964315
Euclidean,1,250,10,12,1.475664,15.96875,165,166,8.854223,31747.807229,2888047.657703,2426862.561276
Euclidean,1,250,11,12,1.673327,28.667163,193,194,8.596763,30948.247423,3029082.218234,2160730.285753
Euclidean,1,250,12,12,2.039024,25.333635,276,277,7.339347,26617.422383,2747147.903955,2051195.487702
Euclidean,1,250,13,12,1.331751,5.371026,125,126,10.526032,36124.634921,2673813.15966,2530201.970822
Euclidean,1,250,14,12,1.288986,24.458643,159,160,8.022206,29343.3,3013904.126077,2276744.082185
Euclidean,1,250,15,12,1.558236,32.632788,207,208,7.461519,27164.855769,3067279.395779,2066340.602992
Euclidean,1,250,16,12,1.574507,20.91716,191,192,8.166047,29887.770833,2820629.440138,2230633.87633
Euclidean,1,250,17,12,1.553091,32.113093,197,198,7.812753,28440.818182,3009877.275683,2043312.592796
Euclidean,1,250,18,12,1.35645,29.170719,170,171,7.901398,28804.596491,2898038.61983,2052659.931069
Euclidean,1,250,19,12,1.520047,26.368809,195,196,7.725949,27962.979592,2808852.470535,2068191.536879
Euclidean,1,250,20,12,1.804969,23.142427,198,199,9.039653,32427.61809,2804767.430839,2155676.182685
Euclidean,1,250,1,20,4.658594,24.351474,219,220,21.145668,63464.781818,2950275.967144,2231840.267654
Euclidean,1,250,2,20,4.380943,18.692655,182,183,23.90647,71001.814208,2829849.812481,2300875.74388
Euclidean,1,250,3,20,4.112438,26.09799,178,179,22.944196,68277.374302,2910252.007171,2150734.718375
Euclidean,1,250,4,20,3.531669,22.586678,184,185,19.058659,58798.010811,2953276.954979,2286229.799325
Euclidean,1,250,5,20,3.895928,24.362376,202,203,19.164232,59048.433498,2771536.471003,2096324.347176
Euclidean,1,250,6,20,3.847445,16.207063,192,193,19.90713,60629.512953,2575120.635818,2157769.209459
Euclidean,1,250,7,20,4.222951,22.399657,167,168,25.103976,74501.821429,2883354.41704,2237492.919705
Euclidean,1,250,8,20,4.325881,27.765504,197,198,21.819207,65538.474747,2882712.055564,2082312.518416
Euclidean,1,250,9,20,3.813169,18.127691,168,169,22.528396,64473.420118,2756240.39563,2256597.658255
Euclidean,1,250,10,20,4.179686,16.000099,156,157,26.587592,77137.872611,2888047.657703,2425957.166461
Euclidean,1,250,11,20,4.467003,28.731121,195,196,22.758449,68185.959184,3029082.218234,2158792.947914
Euclidean,1,250,12,20,4.05082,24.782785,205,206,19.635325,60046.349515,2747147.903955,2066328.151831
Euclidean,1,250,13,20,4.123509,3.97338,128,129,31.921209,90737.224806,2673813.15966,2567572.415649
Euclidean,1,250,14,20,4.33131,27.522516,200,201,21.521796,64157.333333,3013904.126077,2184401.866185
Euclidean,1,250,15,20,3.544299,32.461447,203,204,17.346775,53638.558824,3067279.395779,2071596.134684
Euclidean,1,250,16,20,3.661137,20.91716,191,192,19.038698,59128.5625,2820629.440138,2230633.87633
Euclidean,1,250,17,20,3.685348,32.060046,189,190,19.367758,58341.536842,3009877.275683,2044909.222636
Euclidean,1,250,18,20,3.675217,24.181976,193,194,18.91516,57236.185567,2898038.61983,2197235.611907
Euclidean,1,250,19,20,4.301633,27.292334,222,223,19.264547,57702.286996,2808852.470535,2042251.079982
Euclidean,1,250,20,20,4.353367,22.797427,198,199,21.844995,66024.663317,2804767.430839,2165352.61148
